bjd_tdb,flux_rel,flux_rel_err,exptime_s,filter
61026.311320018,0.8037153,0.03725149,1.0000044,g
61026.311331593,0.77880862,0.03662412,1.0000044,g
61026.311343168,0.86886754,0.03781499,1.0000044,g
61026.311354743,0.84160517,0.03715644,1.0000044,g
61026.311366318,0.90201988,0.03692801,1.0000044,g
61026.311377893,0.85901948,0.03666911,1.0000044,g
61026.311389468,0.84823796,0.03754429,1.0000044,g
61026.311401042,0.78560944,0.03514171,1.0000044,g
61026.311412617,0.75967753,0.03563673,1.0000044,g
61026.311424192,0.88873733,0.03645018,1.0000044,g
61026.311435767,0.86537222,0.0359585,1.0000044,g
61026.311447342,0.80644864,0.03601294,1.0000044,g
61026.311458917,0.79983307,0.03543721,1.0000044,g
61026.311470492,0.66708007,0.03363622,1.0000044,g
61026.311482066,0.8110619,0.03553625,1.0000044,g
61026.311493641,0.72877218,0.03390103,1.0000044,g
61026.311505216,0.72612086,0.03449513,1.0000044,g
61026.311516791,0.71234292,0.03439116,1.0000044,g
61026.311528366,0.75329759,0.03811841,1.0000044,g
61026.311539941,0.65300843,0.03337091,1.0000044,g
61026.311551516,0.64985704,0.03415773,1.0000044,g
61026.311563091,0.67924803,0.03366435,1.0000044,g
61026.311574665,0.71446358,0.03389476,1.0000044,g
61026.31158624,0.66777972,0.03307125,1.0000044,g
61026.311597815,0.61704184,0.0328766,1.0000044,g
61026.31160939,0.64690688,0.03414502,1.0000044,g
61026.311620965,0.64296033,0.03513383,1.0000044,g
61026.31163254,0.58960416,0.03284814,1.0000044,g
61026.311644115,0.60532501,0.03372083,1.0000044,g
61026.311655689,0.57948029,0.03253181,1.0000044,g
61026.311667264,0.62002951,0.03355236,1.0000044,g
61026.311678839,0.59801214,0.03287814,1.0000044,g
61026.311690414,0.6136773,0.03250689,1.0000044,g
61026.311701989,0.57560377,0.03249417,1.0000044,g
61026.311713564,0.61372249,0.03205116,1.0000044,g
61026.311725139,0.53938246,0.03086979,1.0000044,g
61026.311736713,0.5584559,0.03139896,1.0000044,g
61026.311748288,0.61251911,0.03210714,1.0000044,g
61026.311759863,0.62062438,0.03255479,1.0000044,g
61026.311771438,0.54797506,0.03127819,1.0000044,g
61026.311783013,0.54744411,0.03069289,1.0000044,g
61026.311794588,0.58443916,0.03283432,1.0000044,g
61026.311806163,0.48967987,0.03106957,1.0000044,g
61026.311817738,0.61984809,0.03383708,1.0000044,g
61026.311829312,0.59873289,0.0345672,1.0000044,g
61026.311840887,0.5891721,0.03294853,1.0000044,g
61026.311852462,0.58456691,0.0322967,1.0000044,g
61026.311864037,0.53831371,0.03217042,1.0000044,g
61026.311875612,0.61082694,0.0323996,1.0000044,g
61026.311887187,0.51728388,0.03059371,1.0000044,g
61026.311898762,0.60605796,0.03252693,1.0000044,g
61026.311910336,0.56990841,0.03219619,1.0000044,g
61026.311921911,0.53028577,0.03232273,1.0000044,g
61026.311933486,0.57407628,0.03404663,1.0000044,g
61026.311945061,0.53071245,0.03133622,1.0000044,g
61026.311956636,0.51739578,0.03191455,1.0000044,g
61026.311968211,0.61802904,0.03266212,1.0000044,g
61026.311979786,0.56411841,0.03156357,1.0000044,g
61026.31199136,0.55709911,0.03157115,1.0000044,g
61026.312002935,0.54613662,0.03074139,1.0000044,g
61026.31201451,0.56535433,0.03232009,1.0000044,g
61026.312026085,0.57863206,0.03214104,1.0000044,g
61026.31203766,0.53881697,0.03114846,1.0000044,g
61026.312049235,0.54657172,0.03203921,1.0000044,g
61026.31206081,0.61168078,0.03326388,1.0000044,g
61026.312072385,0.55324477,0.03251271,1.0000044,g
61026.312083959,0.56833925,0.03221515,1.0000044,g
61026.312095534,0.58902805,0.03267735,1.0000044,g
61026.312107109,0.5736644,0.0330268,1.0000044,g
61026.312118684,0.60149229,0.03222305,1.0000044,g
61026.312130259,0.586166,0.03212312,1.0000044,g
61026.312141834,0.66775243,0.0330896,1.0000044,g
61026.312153409,0.62765041,0.0331139,1.0000044,g
61026.312164983,0.63147152,0.03275248,1.0000044,g
61026.312176558,0.65132526,0.03630165,1.0000044,g
61026.312188133,0.6271098,0.03426261,1.0000044,g
61026.312199708,0.63625773,0.03443404,1.0000044,g
61026.312211283,0.68055685,0.03409186,1.0000044,g
61026.312222858,0.65942688,0.03448282,1.0000044,g
61026.312234433,0.68406635,0.03517863,1.0000044,g
61026.312246007,0.6731682,0.0365708,1.0000044,g
61026.312257582,0.68919024,0.0363022,1.0000044,g
61026.312269157,0.6598166,0.03584687,1.0000044,g
61026.312280732,0.6645024,0.03381848,1.0000044,g
61026.312292307,0.73315713,0.03621116,1.0000044,g
61026.312303882,0.78013262,0.03643241,1.0000044,g
61026.312315457,0.78608643,0.03720228,1.0000044,g
61026.312327032,0.69226057,0.03733661,1.0000044,g
61026.312338606,0.76400868,0.03821008,1.0000044,g
61026.312350181,0.75343433,0.03770502,1.0000044,g
61026.312361756,0.81553956,0.03961838,1.0000044,g
61026.312373331,0.80134819,0.03943907,1.0000044,g
61026.312384906,0.75535281,0.03622954,1.0000044,g
61026.312396481,0.83425563,0.03894182,1.0000044,g
61026.312408056,0.82010671,0.03856635,1.0000044,g
61026.31241963,0.8336933,0.03870815,1.0000044,g
61026.312431205,0.87268539,0.03904587,1.0000044,g
61026.31244278,0.81392595,0.03805386,1.0000044,g
61026.312454355,0.87274424,0.03841562,1.0000044,g
61026.31246593,0.90293001,0.03910872,1.0000044,g
61026.312477505,0.93354652,0.04002286,1.0000044,g
61026.31248908,0.8560163,0.03922239,1.0000044,g
61026.312500654,0.88902054,0.03983031,1.0000044,g
61026.312512229,0.97913225,0.04270016,1.0000044,g
61026.312523804,0.95384408,0.04068792,1.0000044,g
61026.312535379,0.98320647,0.04172537,1.0000044,g
61026.312546954,0.96275753,0.04047857,1.0000044,g
61026.312558529,1.01334315,0.04101139,1.0000044,g
61026.312570104,0.86080448,0.03924992,1.0000044,g
61026.312581679,0.95598276,0.04215688,1.0000044,g
61026.312593253,0.90031149,0.04259063,1.0000044,g
61026.312604828,1.01463098,0.04235141,1.0000044,g
61026.312616403,0.94248255,0.04344162,1.0000044,g
61026.312627978,0.94412162,0.04382939,1.0000044,g
61026.312639553,0.9661182,0.04270416,1.0000044,g
61026.312651128,1.04326132,0.04257193,1.0000044,g
61026.312662703,1.00297949,0.0446096,1.0000044,g
61026.312674277,0.96198856,0.04197534,1.0000044,g
61026.312685852,0.89239217,0.04397269,1.0000044,g
61026.312697427,0.96872105,0.04444937,1.0000044,g
61026.312709002,1.04759231,0.04956083,1.0000044,g
61026.312720577,1.06201833,0.04590324,1.0000044,g
61026.312732152,0.92097778,0.04126446,1.0000044,g
61026.312743727,1.02896498,0.0422037,1.0000044,g
61026.312755301,1.08493385,0.04478668,1.0000044,g
61026.312766876,1.03157207,0.04145135,1.0000044,g
61026.312778451,0.99678288,0.04127816,1.0000044,g
61026.312790026,1.08750563,0.04253789,1.0000044,g
61026.312801601,1.18557718,0.04457984,1.0000044,g
61026.312813176,1.06861386,0.04133069,1.0000044,g
61026.312824751,0.93399536,0.03951717,1.0000044,g
61026.312836326,1.05994086,0.04255239,1.0000044,g
61026.3128479,0.98258469,0.04013824,1.0000044,g
61026.312859475,1.00736143,0.04049858,1.0000044,g
61026.31287105,1.04115331,0.0415641,1.0000044,g
61026.312882625,1.08901075,0.04292377,1.0000044,g
61026.3128942,0.95303156,0.0396583,1.0000044,g
61026.312905775,0.99835634,0.04021185,1.0000044,g
61026.31291735,1.02749416,0.03995148,1.0000044,g
61026.312928924,0.9785065,0.04005834,1.0000044,g
61026.312940499,1.03917071,0.04023942,1.0000044,g
61026.312952074,0.99518442,0.0395219,1.0000044,g
61026.312963649,1.06852877,0.04185603,1.0000044,g
61026.312975224,0.97086623,0.04007509,1.0000044,g
61026.312986799,1.0204549,0.04051071,1.0000044,g
61026.312998374,1.10857181,0.04208578,1.0000044,g
61026.313009948,1.08629527,0.04181858,1.0000044,g
61026.313021523,0.99679755,0.04089022,1.0000044,g
61026.313033098,0.9957648,0.04117662,1.0000044,g
61026.313044673,1.0307008,0.04178235,1.0000044,g
61026.313056248,1.04763011,0.04376868,1.0000044,g
61026.313067823,1.08828966,0.04441434,1.0000044,g
61026.313079398,1.08051911,0.04270867,1.0000044,g
61026.313090973,0.98496084,0.0429134,1.0000044,g
61026.313102547,1.07166459,0.04238664,1.0000044,g
61026.313114122,1.03044691,0.04078492,1.0000044,g
61026.313125697,1.04812253,0.04245879,1.0000044,g
61026.313137272,0.9722068,0.03957876,1.0000044,g
61026.313148847,1.02651152,0.04089344,1.0000044,g
61026.313160422,1.01827434,0.04061913,1.0000044,g
61026.313171997,1.12156532,0.04267315,1.0000044,g
61026.313183571,0.99282581,0.0425489,1.0000044,g
61026.313195146,0.95971894,0.04117758,1.0000044,g
61026.313206721,1.09122413,0.04243375,1.0000044,g
61026.313218296,1.05898865,0.04084414,1.0000044,g
61026.313229871,1.03923709,0.04076333,1.0000044,g
61026.313241446,1.07536536,0.0413653,1.0000044,g
61026.313253021,1.07189267,0.04251614,1.0000044,g
61026.313264595,1.06566804,0.04147607,1.0000044,g
61026.31327617,0.98985746,0.04071129,1.0000044,g
61026.313287745,1.06432588,0.04213055,1.0000044,g
61026.31329932,1.08539389,0.04242686,1.0000044,g
61026.313310895,1.00415888,0.04120694,1.0000044,g
61026.31332247,1.03297609,0.0412532,1.0000044,g
61026.313334045,1.04296408,0.04225173,1.0000044,g
61026.31334562,1.01098436,0.04185652,1.0000044,g
61026.313357194,1.13541521,0.04352451,1.0000044,g
61026.313368769,1.05531657,0.04118931,1.0000044,g
61026.313380344,1.17211277,0.04312436,1.0000044,g
61026.313391919,1.11261764,0.04255593,1.0000044,g
61026.313403494,1.09686361,0.04282243,1.0000044,g
61026.313415069,1.00119266,0.04028434,1.0000044,g
61026.313426644,1.0102556,0.03990136,1.0000044,g
61026.313438218,0.968451,0.03881042,1.0000044,g
61026.313449793,1.00614501,0.04030294,1.0000044,g
61026.313461368,1.07826153,0.04182796,1.0000044,g
61026.313472943,1.09856354,0.04167717,1.0000044,g
61026.313484518,1.07463727,0.04187643,1.0000044,g
61026.313496093,1.00368082,0.04013201,1.0000044,g
61026.313507668,0.97453718,0.03950624,1.0000044,g
61026.313519242,1.03369463,0.04065784,1.0000044,g
61026.313530817,1.1150675,0.04110236,1.0000044,g
61026.313542392,1.0022593,0.03943004,1.0000044,g
61026.313553967,1.04312517,0.04037956,1.0000044,g
61026.313565542,1.03070106,0.03940477,1.0000044,g
61026.313577117,1.09388155,0.04117648,1.0000044,g
61026.313588692,1.1161434,0.04126582,1.0000044,g
61026.313600267,1.0777494,0.04157533,1.0000044,g
61026.313611841,1.01979996,0.04043635,1.0000044,g
61026.313623416,1.10198842,0.0424784,1.0000044,g
61026.313634991,1.0507449,0.04263022,1.0000044,g
61026.313646566,1.07081557,0.04361628,1.0000044,g
61026.313658141,1.03985692,0.04296493,1.0000044,g
61026.313669716,0.97809267,0.04287867,1.0000044,g
61026.313681291,0.97136967,0.04168124,1.0000044,g
61026.313692865,1.11172343,0.04323059,1.0000044,g
61026.31370444,1.04714948,0.04138238,1.0000044,g
61026.313716015,0.92509753,0.04256515,1.0000044,g
61026.31372759,1.06008601,0.04493009,1.0000044,g
61026.313739165,0.99941932,0.0407012,1.0000044,g
61026.31375074,1.06904881,0.04335463,1.0000044,g
61026.313762315,1.03121722,0.04196151,1.0000044,g
61026.313773889,1.11834184,0.04278011,1.0000044,g
61026.313785464,1.00256012,0.04091871,1.0000044,g
61026.313797039,1.03278041,0.04225216,1.0000044,g
61026.313808614,1.03577969,0.0403411,1.0000044,g
61026.313820189,1.17459681,0.04392072,1.0000044,g
61026.313831764,1.04020184,0.04180713,1.0000044,g
61026.313843339,1.03646205,0.04181448,1.0000044,g
61026.313854913,1.03565086,0.04248009,1.0000044,g
61026.313866488,1.03807887,0.04376042,1.0000044,g
61026.313878063,0.94844564,0.04207211,1.0000044,g
61026.313889638,0.93195495,0.04131342,1.0000044,g
61026.313901213,0.95915991,0.03974702,1.0000044,g
61026.313912788,1.07392504,0.04354097,1.0000044,g
61026.313924363,1.02203346,0.04076289,1.0000044,g
61026.313935938,1.13185513,0.04400594,1.0000044,g
61026.313947512,1.10608669,0.04232652,1.0000044,g
61026.313959087,1.05422112,0.04236917,1.0000044,g
61026.313970662,1.05939907,0.0427388,1.0000044,g
61026.313982237,0.9886208,0.04262252,1.0000044,g
61026.313993812,1.01092397,0.04135846,1.0000044,g
61026.314005387,1.00781046,0.04223007,1.0000044,g
61026.314016962,1.18785277,0.04608716,1.0000044,g
61026.314028536,1.12345128,0.04425401,1.0000044,g
61026.314040111,1.03504414,0.0409382,1.0000044,g
61026.314051686,1.01326792,0.04251334,1.0000044,g
61026.314063261,1.06502708,0.04051464,1.0000044,g
61026.314074836,1.07543797,0.04173286,1.0000044,g
61026.314086411,1.10718393,0.04205724,1.0000044,g
61026.314097986,1.09533435,0.04246192,1.0000044,g
61026.31410956,1.03364099,0.04176493,1.0000044,g
61026.314121135,0.99569035,0.04071205,1.0000044,g
61026.31413271,1.09051594,0.04201543,1.0000044,g
61026.314144285,1.09141322,0.04061958,1.0000044,g
61026.31415586,1.12111395,0.04196711,1.0000044,g
61026.314167435,1.06776343,0.04157595,1.0000044,g
61026.31417901,1.01574783,0.03945758,1.0000044,g
61026.314190585,1.16553783,0.04281495,1.0000044,g
61026.314202159,1.09644468,0.04459848,1.0000044,g
61026.314213734,1.13965208,0.04544796,1.0000044,g
61026.314225309,0.9741348,0.04159222,1.0000044,g
61026.314236884,1.0065864,0.04417695,1.0000044,g
61026.314248459,0.9560076,0.04377648,1.0000044,g
61026.314260034,1.08646709,0.04675656,1.0000044,g
61026.314271609,1.14269519,0.04812304,1.0000044,g
61026.314283183,1.10795612,0.04446173,1.0000044,g
61026.314294758,1.01561374,0.04147446,1.0000044,g
61026.314306333,1.13008471,0.04609673,1.0000044,g
61026.314317908,1.1463069,0.04753843,1.0000044,g
61026.314329483,1.02507089,0.04376264,1.0000044,g
61026.314341058,0.91343623,0.03964625,1.0000044,g
61026.314352633,0.91179869,0.04121108,1.0000044,g
61026.314364207,0.97221681,0.04092691,1.0000044,g
61026.314375782,0.89678704,0.03994329,1.0000044,g
61026.314387357,1.01147101,0.04018327,1.0000044,g
61026.314398932,0.94097804,0.04026002,1.0000044,g
61026.314410507,0.99990336,0.04095772,1.0000044,g
61026.314422082,1.01253058,0.04026481,1.0000044,g
61026.314433657,0.93000642,0.03912331,1.0000044,g
61026.314445232,0.96761111,0.0405475,1.0000044,g
61026.314456806,0.93502912,0.0395236,1.0000044,g
61026.314468381,0.93775994,0.03915322,1.0000044,g
61026.314479956,1.01452168,0.03951121,1.0000044,g
61026.314491531,0.96895882,0.04034034,1.0000044,g
61026.314503106,1.0040789,0.04160458,1.0000044,g
61026.314514681,1.03820446,0.0411593,1.0000044,g
61026.314526256,1.0616674,0.04296379,1.0000044,g
61026.31453783,0.95754943,0.04549112,1.0000044,g
61026.314549405,0.99628644,0.04199565,1.0000044,g
61026.31456098,0.98078347,0.04008924,1.0000044,g
61026.314572555,0.98780899,0.04056802,1.0000044,g
61026.31458413,1.05127384,0.04158097,1.0000044,g
61026.314595705,1.05762427,0.04126457,1.0000044,g
61026.31460728,0.94196171,0.03878561,1.0000044,g
61026.314618854,0.95790026,0.03969481,1.0000044,g
61026.314630429,0.90854044,0.03818886,1.0000044,g
61026.314642004,0.89586964,0.03733355,1.0000044,g
61026.314653579,0.93493188,0.03906117,1.0000044,g
61026.314665154,0.87822039,0.03859837,1.0000044,g
61026.314676729,1.03779325,0.0413349,1.0000044,g
61026.314688304,0.99925519,0.03993082,1.0000044,g
61026.314699879,0.99597217,0.04070818,1.0000044,g
61026.314711453,0.97031863,0.04097808,1.0000044,g
61026.314723028,1.01865359,0.04135638,1.0000044,g
61026.314734603,0.98867407,0.04043364,1.0000044,g
61026.314746178,1.01802919,0.0416801,1.0000044,g
61026.314757753,1.01718181,0.04106243,1.0000044,g
61026.314769328,0.95806713,0.0398182,1.0000044,g
61026.314780903,0.97326922,0.03967802,1.0000044,g
61026.314792477,1.00036747,0.03963118,1.0000044,g
61026.314804052,0.92950483,0.03779003,1.0000044,g
61026.314815627,0.98414712,0.04036059,1.0000044,g
61026.314827202,0.93212969,0.0393985,1.0000044,g
61026.314838777,0.97149822,0.04096174,1.0000044,g
61026.314850352,0.98255489,0.03997999,1.0000044,g
61026.314861927,0.87599608,0.03797555,1.0000044,g
61026.314873501,1.0410001,0.04168468,1.0000044,g
61026.314885076,0.96718783,0.04005466,1.0000044,g
61026.314896651,0.95276903,0.03987992,1.0000044,g
61026.314908226,1.04327861,0.04128742,1.0000044,g
61026.314919801,1.01539543,0.0413321,1.0000044,g
61026.314931376,0.94852405,0.0419907,1.0000044,g
61026.314942951,0.97998625,0.04243941,1.0000044,g
61026.314954526,1.00767712,0.04026898,1.0000044,g
61026.3149661,0.98844642,0.04124507,1.0000044,g
61026.314977675,1.02271351,0.04128524,1.0000044,g
61026.31498925,0.95657508,0.04010867,1.0000044,g
61026.315000825,0.95235995,0.03913357,1.0000044,g
61026.3150124,0.98381841,0.03951586,1.0000044,g
61026.315023975,0.9355363,0.03793462,1.0000044,g
61026.31503555,0.99712827,0.03996631,1.0000044,g
61026.315047124,0.93648124,0.0388295,1.0000044,g
61026.315058699,0.91599916,0.03874786,1.0000044,g
61026.315070274,0.97764442,0.0404194,1.0000044,g
61026.315081849,0.95116053,0.0390235,1.0000044,g
61026.315093424,1.00285071,0.03954207,1.0000044,g
61026.315104999,1.01747633,0.04000352,1.0000044,g
61026.315116574,1.03452247,0.04047933,1.0000044,g
61026.315128148,0.88923804,0.03821278,1.0000044,g
61026.315139723,0.97973613,0.03974443,1.0000044,g
61026.315151298,1.0147798,0.04036259,1.0000044,g
61026.315162873,1.03467927,0.03990966,1.0000044,g
61026.315174448,0.97284075,0.03980378,1.0000044,g
61026.315186023,0.91089205,0.03972606,1.0000044,g
61026.315197598,1.01545984,0.04083037,1.0000044,g
61026.315209173,1.01120307,0.04044138,1.0000044,g
61026.315220747,1.10998205,0.04105246,1.0000044,g
61026.315232322,0.98710187,0.03905261,1.0000044,g
61026.315243897,1.06746332,0.04038646,1.0000044,g
61026.315255472,1.09084548,0.04068994,1.0000044,g
61026.315267047,1.04213245,0.0398259,1.0000044,g
61026.315278622,1.000032,0.03925847,1.0000044,g
61026.315290197,1.07425238,0.0418212,1.0000044,g
61026.315301771,1.03722299,0.04085549,1.0000044,g
61026.315313346,1.07119914,0.04181569,1.0000044,g
61026.315324921,1.14823587,0.04274375,1.0000044,g
61026.315336496,1.04198054,0.04010591,1.0000044,g
61026.315348071,1.01114659,0.04006972,1.0000044,g
61026.315359646,1.06510393,0.04179789,1.0000044,g
61026.315371221,1.04905745,0.04178325,1.0000044,g
61026.315382795,1.01193364,0.04047285,1.0000044,g
61026.31539437,1.05396614,0.04086359,1.0000044,g
61026.315405945,0.97389848,0.0402231,1.0000044,g
61026.31541752,1.12154978,0.04312952,1.0000044,g
61026.315429095,1.02476283,0.04104802,1.0000044,g
61026.31544067,1.12392548,0.04235422,1.0000044,g
61026.315452245,1.13393671,0.04348642,1.0000044,g
61026.31546382,1.136045,0.04231146,1.0000044,g
61026.315475394,1.11666174,0.0425742,1.0000044,g
61026.315486969,1.03306247,0.04322393,1.0000044,g
61026.315498544,1.16229485,0.04209339,1.0000044,g
61026.315510119,1.06991294,0.04110029,1.0000044,g
61026.315521694,1.09875429,0.04092712,1.0000044,g
61026.315533269,1.11909653,0.04103882,1.0000044,g
61026.315544844,1.12730292,0.04116058,1.0000044,g
61026.315556418,1.05664668,0.0413359,1.0000044,g
61026.315567993,1.14305349,0.04279488,1.0000044,g
61026.315579568,1.1302856,0.0413567,1.0000044,g
61026.315591143,1.10610651,0.04238385,1.0000044,g
61026.315602718,1.15387621,0.04272984,1.0000044,g
61026.315614293,1.12345406,0.04304413,1.0000044,g
61026.315625868,1.26909889,0.04524903,1.0000044,g
61026.315637442,1.22783201,0.0452716,1.0000044,g
61026.315649017,1.1512314,0.04293141,1.0000044,g
61026.315660592,1.25193512,0.04387662,1.0000044,g
61026.315672167,1.16916453,0.04162291,1.0000044,g
61026.315683742,1.09304678,0.04119802,1.0000044,g
61026.315695317,1.11938079,0.04150728,1.0000044,g
61026.315706892,1.03736742,0.04195776,1.0000044,g
61026.315718467,1.06720104,0.04183362,1.0000044,g
61026.315730041,1.08617199,0.04136291,1.0000044,g
61026.315741616,1.06550098,0.04017282,1.0000044,g
61026.315753191,1.08675439,0.04094188,1.0000044,g
61026.315764766,1.14407373,0.04179859,1.0000044,g
61026.315776341,1.06636765,0.04048199,1.0000044,g
61026.315787916,1.09879312,0.04117349,1.0000044,g
61026.315799491,1.11984375,0.04228393,1.0000044,g
61026.315811065,1.17021232,0.04209191,1.0000044,g
61026.31582264,1.04454364,0.04168988,1.0000044,g
61026.315834215,1.09040503,0.04189138,1.0000044,g
61026.31584579,1.16993541,0.04289053,1.0000044,g
61026.315857365,1.16694594,0.04190315,1.0000044,g
61026.31586894,1.11524863,0.04172359,1.0000044,g
61026.315880515,1.11348709,0.04169823,1.0000044,g
61026.315892089,1.2006958,0.04258564,1.0000044,g
61026.315903664,1.1040077,0.04203352,1.0000044,g
61026.315915239,1.15703948,0.04243126,1.0000044,g
61026.315926814,1.16198904,0.04264967,1.0000044,g
61026.315938389,1.09024159,0.04156366,1.0000044,g
61026.315949964,0.9988632,0.03983865,1.0000044,g
61026.315961539,1.09589051,0.04088374,1.0000044,g
61026.315973113,1.11960924,0.04151357,1.0000044,g
61026.315984688,1.07854269,0.04092033,1.0000044,g
61026.315996263,1.11991645,0.04151041,1.0000044,g
61026.316007838,1.14442004,0.04194667,1.0000044,g
61026.316019413,1.16458287,0.0420441,1.0000044,g
61026.316030988,1.1988239,0.04153048,1.0000044,g
61026.316042563,1.14847856,0.04077864,1.0000044,g
61026.316054138,1.07388014,0.04054095,1.0000044,g
61026.316065712,1.0967987,0.04111267,1.0000044,g
61026.316077287,1.09625203,0.04089979,1.0000044,g
61026.316088862,1.0944715,0.0406772,1.0000044,g
61026.316100437,1.14043677,0.04110371,1.0000044,g
61026.316112012,1.11918861,0.04082647,1.0000044,g
61026.316123587,1.12016923,0.04226368,1.0000044,g
61026.316135162,1.13377135,0.04214158,1.0000044,g
61026.316146736,1.09292112,0.04230133,1.0000044,g
61026.316158311,1.06580833,0.04081166,1.0000044,g
61026.316169886,1.04916329,0.03990866,1.0000044,g
61026.316181461,1.14540683,0.04132665,1.0000044,g
61026.316193036,1.05520654,0.04117067,1.0000044,g
61026.316204611,1.06706331,0.04067093,1.0000044,g
61026.316216186,1.10611542,0.04166652,1.0000044,g
61026.31622776,1.12846772,0.04154536,1.0000044,g
61026.316239335,1.06090189,0.0404753,1.0000044,g
61026.31625091,1.10317115,0.04199534,1.0000044,g
61026.316262485,1.16519212,0.04280715,1.0000044,g
61026.31627406,1.1237898,0.0406922,1.0000044,g
61026.316285635,1.15876399,0.04144338,1.0000044,g
61026.31629721,1.09157002,0.04138468,1.0000044,g
61026.316308785,1.13741348,0.0414727,1.0000044,g
61026.316320359,1.06806972,0.04064158,1.0000044,g
61026.316331934,1.1240796,0.04132378,1.0000044,g
61026.316343509,1.06613329,0.0404149,1.0000044,g
61026.316355084,1.09294903,0.04048043,1.0000044,g
61026.316366659,1.00575302,0.04087728,1.0000044,g
61026.316378234,1.006119,0.04105733,1.0000044,g
61026.316389809,1.04119121,0.04095915,1.0000044,g
61026.316401383,1.09000369,0.04299402,1.0000044,g
61026.316412958,1.0431029,0.04137276,1.0000044,g
61026.316424533,1.015686,0.03997542,1.0000044,g
61026.316436108,1.06153967,0.04101877,1.0000044,g
61026.316447683,1.01777186,0.04057288,1.0000044,g
61026.316459258,0.95030454,0.03863084,1.0000044,g
61026.316470833,0.99475092,0.04005782,1.0000044,g
61026.316482407,0.96419216,0.04098062,1.0000044,g
61026.316493982,1.07902496,0.04210166,1.0000044,g
61026.316505557,1.13950961,0.04293525,1.0000044,g
61026.316517132,1.00942334,0.03998873,1.0000044,g
61026.316528707,0.96892961,0.0385933,1.0000044,g
61026.316540282,1.04251186,0.04052589,1.0000044,g
61026.316551857,0.94346149,0.03794203,1.0000044,g
61026.316563432,1.00203879,0.03918059,1.0000044,g
61026.316575006,0.98878439,0.03887623,1.0000044,g
61026.316586581,1.04377296,0.03992196,1.0000044,g
61026.316598156,1.00255402,0.0396538,1.0000044,g
61026.316609731,0.98751888,0.03865303,1.0000044,g
61026.316621306,1.01157085,0.03987984,1.0000044,g
61026.316632881,1.03679781,0.0395759,1.0000044,g
61026.316644456,0.96557645,0.03884059,1.0000044,g
61026.31665603,1.00683231,0.0390816,1.0000044,g
61026.316667605,0.90971058,0.03931647,1.0000044,g
61026.31667918,1.0082373,0.04073013,1.0000044,g
61026.316690755,0.94723138,0.03785021,1.0000044,g
61026.31670233,1.03548305,0.0393391,1.0000044,g
61026.316713905,0.89744401,0.03777833,1.0000044,g
61026.31672548,0.94735071,0.03853743,1.0000044,g
61026.316737054,1.00419048,0.03816085,1.0000044,g
61026.316748629,0.97471442,0.03810387,1.0000044,g
61026.316760204,0.97588531,0.038385,1.0000044,g
61026.316771779,0.94518221,0.03891062,1.0000044,g
61026.316783354,0.91089579,0.03690309,1.0000044,g
61026.316794929,0.95674472,0.03837193,1.0000044,g
61026.316806504,0.95630984,0.03750739,1.0000044,g
61026.316818078,0.99456193,0.03836705,1.0000044,g
61026.316829653,0.97949335,0.03852366,1.0000044,g
61026.316841228,0.93648214,0.03752948,1.0000044,g
61026.316852803,1.01047979,0.0386134,1.0000044,g
61026.316864378,0.99039933,0.03883815,1.0000044,g
61026.316875953,0.98700219,0.03943866,1.0000044,g
61026.316887528,0.97806209,0.03814042,1.0000044,g
61026.316899103,1.06922014,0.03972152,1.0000044,g
61026.316910677,0.95486265,0.0381251,1.0000044,g
61026.316922252,0.95943872,0.04025255,1.0000044,g
61026.316933827,1.0149102,0.03882258,1.0000044,g
61026.316945402,0.93400403,0.03864835,1.0000044,g
61026.316956977,0.99260013,0.03988005,1.0000044,g
61026.316968552,0.98981901,0.03900874,1.0000044,g
61026.316980127,1.02505596,0.03896669,1.0000044,g
61026.316991701,0.93334647,0.03734519,1.0000044,g
61026.317003276,0.95940388,0.03868063,1.0000044,g
61026.317014851,0.99448556,0.03979305,1.0000044,g
61026.317026426,0.94744661,0.03885953,1.0000044,g
61026.317038001,0.91891304,0.03739582,1.0000044,g
61026.317049576,0.94857822,0.03849805,1.0000044,g
61026.317061151,0.96923861,0.0386183,1.0000044,g
61026.317072725,0.912027,0.03874662,1.0000044,g
61026.3170843,0.95332452,0.03863779,1.0000044,g
61026.317095875,0.95957054,0.03798247,1.0000044,g
61026.31710745,0.91798812,0.03776959,1.0000044,g
61026.317119025,0.89235263,0.03610078,1.0000044,g
61026.3171306,0.94789007,0.039181,1.0000044,g
61026.317142175,0.95187347,0.03803372,1.0000044,g
61026.31715375,0.8802417,0.03679355,1.0000044,g
61026.317165324,0.93577621,0.03753376,1.0000044,g
61026.317176899,0.92734847,0.03881379,1.0000044,g
61026.317188474,0.98003103,0.03896665,1.0000044,g
61026.317200049,0.92387353,0.03667235,1.0000044,g
61026.317211624,0.95755913,0.03748152,1.0000044,g
61026.317223199,0.92775899,0.03704671,1.0000044,g
61026.317234774,0.90605583,0.03663995,1.0000044,g
61026.317246348,0.88211709,0.03755037,1.0000044,g
61026.317257923,0.87066063,0.0370869,1.0000044,g
61026.317269498,0.87678411,0.03656023,1.0000044,g
61026.317281073,0.79641834,0.03490127,1.0000044,g
61026.317292648,0.88354248,0.03673203,1.0000044,g
