bjd_tdb,flux_rel,flux_rel_err,filter,exptime_s
60348.217335,1.352323,0.174871,r,24.000192
60348.21736414,1.483027,0.289131,u,24.000192
60348.21739329,1.023613,0.101266,g,24.000192
60348.21739329,1.104221,0.174566,r,24.000192
60348.21745157,0.997419,0.104813,g,24.000192
60348.21745157,0.900451,0.17864,r,24.000192
60348.21748071,1.150846,0.264389,u,24.000192
60348.21750986,1.075272,0.108748,g,24.000192
60348.21750986,0.877637,0.181293,r,24.000192
60348.21756814,1.148731,0.099649,g,24.000192
60348.21756814,1.201397,0.180195,r,24.000192
60348.21759728,1.200712,0.2786,u,24.000192
60348.21762643,0.985391,0.084587,g,24.000192
60348.21762643,1.376796,0.158322,r,24.000192
60348.21768471,1.054708,0.095952,g,24.000192
60348.21768471,0.954414,0.169419,r,24.000192
60348.21771385,0.728531,0.260536,u,24.000192
60348.217743,1.03366,0.092362,g,24.000192
60348.217743,0.958457,0.167427,r,24.000192
60348.21780128,0.922791,0.098736,g,24.000192
60348.21780128,1.332987,0.16746,r,24.000192
60348.21783042,0.709936,0.248461,u,24.000192
60348.21785957,1.108271,0.095078,g,24.000192
60348.21785957,0.952572,0.15801,r,24.000192
60348.21791785,1.132256,0.095754,g,24.000192
60348.21791785,1.116063,0.164173,r,24.000192
60348.217947,0.843681,0.255001,u,24.000192
60348.21797614,1.142569,0.092457,g,24.000192
60348.21797614,1.03293,0.156376,r,24.000192
60348.21803442,1.065861,0.086211,g,24.000192
60348.21803442,1.422656,0.142602,r,24.000192
60348.21806357,1.19476,0.218513,u,24.000192
60348.21809271,1.259341,0.080472,g,24.000192
60348.21809271,1.087319,0.151496,r,24.000192
60348.21815099,1.066864,0.085888,g,24.000192
60348.21815099,1.122611,0.143025,r,24.000192
60348.21818014,0.950586,0.219735,u,24.000192
60348.21820928,1.029779,0.080852,g,24.000192
60348.21820928,0.674832,0.152283,r,24.000192
60348.21826756,1.214795,0.081008,g,24.000192
60348.21826756,1.215703,0.133916,r,24.000192
60348.21829671,1.183697,0.232189,u,24.000192
60348.21832585,0.985924,0.081287,g,24.000192
60348.21832585,1.017922,0.143165,r,24.000192
60348.21838413,1.099985,0.087425,g,24.000192
60348.21838413,1.354771,0.154181,r,24.000192
60348.21841328,0.830314,0.22176,u,24.000192
60348.21844242,0.98252,0.081828,g,24.000192
60348.21844242,1.140517,0.145876,r,24.000192
60348.2185007,1.018956,0.078313,g,24.000192
60348.2185007,1.136444,0.138238,r,24.000192
60348.21852985,0.697734,0.201791,u,24.000192
60348.21855899,0.980409,0.076837,g,24.000192
60348.21855899,0.981912,0.136872,r,24.000192
60348.21861727,1.197964,0.085544,g,24.000192
60348.21861727,1.101306,0.145831,r,24.000192
60348.21864642,1.130385,0.225544,u,24.000192
60348.21867556,1.116336,0.078974,g,24.000192
60348.21867556,0.96514,0.138394,r,24.000192
60348.21873384,1.091494,0.08328,g,24.000192
60348.21873384,1.14557,0.143442,r,24.000192
60348.21876299,1.041692,0.233465,u,24.000192
60348.21879213,0.833435,0.083956,g,24.000192
60348.21879213,1.099858,0.143886,r,24.000192
60348.21885041,1.092737,0.078567,g,24.000192
60348.21885041,0.996008,0.132126,r,24.000192
60348.21887956,1.124606,0.192437,u,24.000192
60348.2189087,0.995845,0.077437,g,24.000192
60348.2189087,0.992428,0.133637,r,24.000192
60348.21896698,0.929511,0.076005,g,24.000192
60348.21896698,1.127486,0.139866,r,24.000192
60348.21899613,0.874406,0.211699,u,24.000192
60348.21902527,1.035427,0.083642,g,24.000192
60348.21902527,1.29586,0.144786,r,24.000192
60348.21908355,1.103398,0.077953,g,24.000192
60348.21908355,0.976012,0.125198,r,24.000192
60348.2191127,0.723671,0.213935,u,24.000192
60348.21914184,1.08383,0.076249,g,24.000192
60348.21914184,0.877148,0.13441,r,24.000192
60348.21920012,0.926901,0.076779,g,24.000192
60348.21920012,1.075257,0.139016,r,24.000192
60348.21922927,0.903512,0.207428,u,24.000192
60348.21925841,1.126452,0.079396,g,24.000192
60348.21925841,0.913222,0.139723,r,24.000192
60348.21931669,1.032758,0.081361,g,24.000192
60348.21931669,1.031749,0.135953,r,24.000192
60348.21934584,0.609229,0.204117,u,24.000192
60348.21937498,0.838029,0.079883,g,24.000192
60348.21937498,1.022445,0.130533,r,24.000192
60348.21943326,1.082245,0.081521,g,24.000192
60348.21943326,1.106084,0.137626,r,24.000192
60348.21946241,1.172926,0.210857,u,24.000192
60348.21949155,0.984529,0.078516,g,24.000192
60348.21949155,0.803274,0.12957,r,24.000192
60348.21954983,0.997978,0.082338,g,24.000192
60348.21954983,1.341699,0.152155,r,24.000192
60348.21957898,1.051896,0.238692,u,24.000192
60348.21960812,1.003298,0.08536,g,24.000192
60348.21960812,1.099727,0.149572,r,24.000192
60348.21966641,0.954712,0.08465,g,24.000192
60348.21966641,0.962544,0.149115,r,24.000192
60348.21969555,1.016606,0.221238,u,24.000192
60348.21972469,0.757215,0.088045,g,24.000192
60348.21972469,1.028483,0.155234,r,24.000192
60348.21978298,0.789274,0.084807,g,24.000192
60348.21978298,0.903444,0.148312,r,24.000192
60348.21981212,1.003971,0.233771,u,24.000192
60348.21984126,0.756075,0.085158,g,24.000192
60348.21984126,0.843918,0.150859,r,24.000192
60348.21989955,0.794871,0.083262,g,24.000192
60348.21989955,0.859189,0.156387,r,24.000192
60348.21992869,0.564607,0.226042,u,24.000192
60348.21995783,0.698902,0.087769,g,24.000192
60348.21995783,0.736323,0.153797,r,24.000192
60348.22001612,0.800655,0.081517,g,24.000192
60348.22001612,0.865352,0.149978,r,24.000192
60348.22004526,0.648235,0.212379,u,24.000192
60348.2200744,0.65871,0.086435,g,24.000192
60348.2200744,0.70853,0.158345,r,24.000192
60348.22013269,0.657836,0.087732,g,24.000192
60348.22013269,0.732469,0.153922,r,24.000192
60348.22016183,0.442981,0.217745,u,24.000192
60348.22019097,0.631396,0.082182,g,24.000192
60348.22019097,0.688749,0.149821,r,24.000192
60348.22024926,0.688739,0.094119,g,24.000192
60348.22024926,0.773462,0.163041,r,24.000192
60348.2202784,0.68443,0.25979,u,24.000192
60348.22030754,0.564485,0.095251,g,24.000192
60348.22030754,0.684346,0.178701,r,24.000192
60348.22036583,0.648822,0.096173,g,24.000192
60348.22036583,0.743811,0.165906,r,24.000192
60348.22039497,0.299161,0.234467,u,24.000192
60348.22042411,0.468247,0.087885,g,24.000192
60348.22042411,0.492221,0.156407,r,24.000192
60348.2204824,0.484972,0.090428,g,24.000192
60348.2204824,0.828514,0.157795,r,24.000192
60348.22051154,0.992235,0.251173,u,24.000192
60348.22054068,0.548412,0.086183,g,24.000192
60348.22054068,0.695687,0.149599,r,24.000192
60348.22059897,0.710277,0.076386,g,24.000192
60348.22059897,0.586154,0.133253,r,24.000192
60348.22062811,0.730994,0.202886,u,24.000192
60348.22065725,0.706342,0.083695,g,24.000192
60348.22065725,0.628303,0.141883,r,24.000192
60348.22071554,1.039871,0.077503,g,24.000192
60348.22071554,0.766303,0.12947,r,24.000192
60348.22074468,0.75497,0.212869,u,24.000192
60348.22077382,0.914461,0.076445,g,24.000192
60348.22077382,1.098475,0.127811,r,24.000192
60348.22083211,0.783152,0.072627,g,24.000192
60348.22083211,0.966579,0.124225,r,24.000192
60348.22086125,0.571949,0.199439,u,24.000192
60348.22089039,1.036591,0.074547,g,24.000192
60348.22089039,0.886665,0.129919,r,24.000192
60348.22094868,0.996552,0.072762,g,24.000192
60348.22094868,0.867382,0.126439,r,24.000192
60348.22097782,0.660874,0.187808,u,24.000192
60348.22100696,1.028746,0.079471,g,24.000192
60348.22100696,1.211234,0.128952,r,24.000192
60348.22106525,1.064186,0.080114,g,24.000192
60348.22106525,0.932332,0.137271,r,24.000192
60348.22109439,0.875314,0.1962,u,24.000192
60348.22112353,1.022852,0.076565,g,24.000192
60348.22112353,0.969503,0.131288,r,24.000192
60348.22118182,0.985854,0.073061,g,24.000192
60348.22118182,1.01034,0.128259,r,24.000192
60348.22121096,1.361473,0.220438,u,24.000192
60348.2212401,0.99866,0.078697,g,24.000192
60348.2212401,1.209349,0.139404,r,24.000192
60348.22129839,1.116196,0.079654,g,24.000192
60348.22129839,0.935166,0.134462,r,24.000192
60348.22132753,1.079941,0.224089,u,24.000192
60348.22135667,1.082398,0.080547,g,24.000192
60348.22135667,0.859944,0.137515,r,24.000192
60348.22141496,1.118173,0.081105,g,24.000192
60348.22141496,1.085825,0.147609,r,24.000192
60348.2214441,1.004789,0.238597,u,24.000192
60348.22147324,0.871149,0.085751,g,24.000192
60348.22147324,1.062151,0.144367,r,24.000192
60348.22153153,1.003529,0.092728,g,24.000192
60348.22153153,1.372628,0.162075,r,24.000192
60348.22156067,1.119691,0.248337,u,24.000192
60348.22158981,0.889526,0.089892,g,24.000192
60348.22158981,0.778824,0.150924,r,24.000192
60348.2216481,1.157102,0.083463,g,24.000192
60348.2216481,0.885281,0.154811,r,24.000192
60348.22167724,1.292241,0.213527,u,24.000192
60348.22170638,1.08843,0.082781,g,24.000192
60348.22170638,1.020688,0.143591,r,24.000192
60348.22176467,1.04644,0.083018,g,24.000192
60348.22176467,1.220991,0.138725,r,24.000192
60348.22179381,0.91786,0.220624,u,24.000192
60348.22182295,1.04118,0.078857,g,24.000192
60348.22182295,0.899126,0.135798,r,24.000192
60348.22188124,1.167407,0.078223,g,24.000192
60348.22188124,0.905323,0.132459,r,24.000192
60348.22191038,0.961407,0.202972,u,24.000192
60348.22193952,1.01171,0.079949,g,24.000192
60348.22193952,1.050069,0.142176,r,24.000192
60348.22199781,1.074918,0.076906,g,24.000192
60348.22199781,1.126991,0.135233,r,24.000192
60348.22202695,0.615883,0.201549,u,24.000192
60348.22205609,0.956462,0.075813,g,24.000192
60348.22205609,1.200925,0.134523,r,24.000192
60348.22211438,1.117644,0.07299,g,24.000192
60348.22211438,1.250264,0.128701,r,24.000192
60348.22214352,1.122308,0.184043,u,24.000192
60348.22217266,1.078507,0.071827,g,24.000192
60348.22217266,1.039266,0.115701,r,24.000192
60348.22223095,0.946297,0.065977,g,24.000192
60348.22223095,1.05982,0.122959,r,24.000192
60348.22226009,1.126358,0.186256,u,24.000192
60348.22228923,0.968683,0.0757,g,24.000192
60348.22228923,0.950473,0.127623,r,24.000192
60348.22234752,1.053278,0.075979,g,24.000192
60348.22234752,1.062596,0.12877,r,24.000192
60348.22237666,1.411299,0.205844,u,24.000192
60348.2224058,1.034637,0.073164,g,24.000192
60348.2224058,0.936559,0.127245,r,24.000192
60348.22246409,1.071401,0.073307,g,24.000192
60348.22246409,0.859065,0.127662,r,24.000192
60348.22249323,0.775347,0.200313,u,24.000192
60348.22252237,0.95557,0.075822,g,24.000192
60348.22252237,1.246945,0.133727,r,24.000192
60348.22258066,1.054015,0.076694,g,24.000192
60348.22258066,1.071476,0.126687,r,24.000192
60348.2226098,0.859061,0.204421,u,24.000192
60348.22263894,0.975713,0.080623,g,24.000192
60348.22263894,0.93127,0.138788,r,24.000192
60348.22269723,0.998654,0.075484,g,24.000192
60348.22269723,1.027825,0.130015,r,24.000192
60348.22272637,1.158529,0.201943,u,24.000192
60348.22275551,1.123139,0.08214,g,24.000192
60348.22275551,1.09894,0.138785,r,24.000192
60348.2228138,0.987709,0.083192,g,24.000192
60348.2228138,0.884329,0.134144,r,24.000192
60348.22284294,1.043062,0.213115,u,24.000192
60348.22287208,1.038487,0.078085,g,24.000192
60348.22287208,1.121942,0.135917,r,24.000192
60348.22293037,1.113241,0.084195,g,24.000192
60348.22293037,0.688092,0.14241,r,24.000192
60348.22295951,1.228516,0.218848,u,24.000192
60348.22298866,0.984412,0.076063,g,24.000192
60348.22298866,1.16626,0.138821,r,24.000192
60348.22304694,0.914249,0.077587,g,24.000192
60348.22304694,1.179091,0.128793,r,24.000192
60348.22307608,1.19822,0.211016,u,24.000192
60348.22310523,0.993176,0.077938,g,24.000192
60348.22310523,1.035124,0.132494,r,24.000192
60348.22316351,0.95443,0.078188,g,24.000192
60348.22316351,0.65668,0.133692,r,24.000192
60348.22319265,1.013624,0.185106,u,24.000192
60348.2232218,0.978941,0.073754,g,24.000192
60348.2232218,0.993184,0.12391,r,24.000192
60348.22328008,1.012005,0.07826,g,24.000192
60348.22328008,1.124757,0.136239,r,24.000192
60348.22330922,1.266295,0.194137,u,24.000192
60348.22333837,0.998155,0.075703,g,24.000192
60348.22333837,0.902994,0.136375,r,24.000192
60348.22339665,0.997597,0.075047,g,24.000192
60348.22339665,1.17699,0.131148,r,24.000192
60348.22342579,1.218287,0.201217,u,24.000192
60348.22345494,1.101099,0.074033,g,24.000192
60348.22345494,0.955539,0.12902,r,24.000192
60348.22351322,0.838847,0.068012,g,24.000192
60348.22351322,0.867194,0.121813,r,24.000192
60675.26350381,1.048675,0.052211,g,24.000192
60675.26350381,1.102821,0.091893,r,24.000192
60675.26353278,1.096708,0.148016,u,24.000192
60675.26356175,1.117183,0.050637,g,24.000192
60675.26356175,0.994811,0.086668,r,24.000192
60675.26361969,1.046847,0.053779,g,24.000192
60675.26361969,1.122505,0.1126,r,24.000192
60675.26364866,0.96793,0.162121,u,24.000192
60675.26367763,1.037208,0.053649,g,24.000192
60675.26367763,1.06851,0.09417,r,24.000192
60675.26373557,1.055081,0.053155,g,24.000192
60675.26373557,1.089184,0.098562,r,24.000192
60675.26376454,1.184934,0.157197,u,24.000192
60675.2637935,1.068775,0.051492,g,24.000192
60675.2637935,1.055844,0.107217,r,24.000192
60675.26385144,1.035369,0.05263,g,24.000192
60675.26385144,0.990345,0.109004,r,24.000192
60675.26388041,1.192546,0.164094,u,24.000192
60675.26390938,1.017112,0.053113,g,24.000192
60675.26390938,0.951997,0.100661,r,24.000192
60675.26396732,0.922904,0.052614,g,24.000192
60675.26396732,1.026569,0.092682,r,24.000192
60675.26399629,1.014847,0.161091,u,24.000192
60675.26402526,0.956226,0.051023,g,24.000192
60675.26402526,0.887594,0.095696,r,24.000192
60675.2640832,0.949994,0.049634,g,24.000192
60675.2640832,0.989965,0.088875,r,24.000192
60675.26411217,1.021721,0.140461,u,24.000192
60675.26414114,1.002456,0.051305,g,24.000192
60675.26414114,0.895131,0.088401,r,24.000192
60675.26419908,0.917874,0.049103,g,24.000192
60675.26419908,1.051977,0.086317,r,24.000192
60675.26422805,1.321819,0.158858,u,24.000192
60675.26425702,0.921532,0.049879,g,24.000192
60675.26425702,1.026693,0.101732,r,24.000192
60675.26431496,0.918394,0.052644,g,24.000192
60675.26431496,0.941863,0.108509,r,24.000192
60675.26434393,1.256943,0.159582,u,24.000192
60675.2643729,0.986743,0.052243,g,24.000192
60675.2643729,0.991469,0.100144,r,24.000192
60675.26443083,1.049889,0.05204,g,24.000192
60675.26443083,1.026139,0.094291,r,24.000192
60675.2644598,1.043061,0.151994,u,24.000192
60675.26448877,0.99698,0.053454,g,24.000192
60675.26448877,1.030877,0.091174,r,24.000192
60675.26454671,0.924894,0.051765,g,24.000192
60675.26454671,0.893285,0.086906,r,24.000192
60675.26457568,1.175231,0.154452,u,24.000192
60675.26460465,1.106203,0.051465,g,24.000192
60675.26460465,1.063739,0.092885,r,24.000192
60675.26466259,0.922928,0.050013,g,24.000192
60675.26466259,1.05516,0.095004,r,24.000192
60675.26469156,0.888,0.144837,u,24.000192
60675.26472053,0.985673,0.054591,g,24.000192
60675.26472053,1.035689,0.099763,r,24.000192
60675.26477847,1.057005,0.051867,g,24.000192
60675.26477847,0.916885,0.095482,r,24.000192
60675.26480744,0.939912,0.144366,u,24.000192
60675.26483641,1.047821,0.055317,g,24.000192
60675.26483641,0.986466,0.112011,r,24.000192
60675.26489435,1.01598,0.049337,g,24.000192
60675.26489435,1.025603,0.085814,r,24.000192
60675.26492332,1.15133,0.143321,u,24.000192
60675.26495229,1.006304,0.049955,g,24.000192
60675.26495229,0.996275,0.099087,r,24.000192
60675.26501022,1.040334,0.052254,g,24.000192
60675.26501022,0.990459,0.093959,r,24.000192
60675.26503919,1.062994,0.145789,u,24.000192
60675.26506816,1.141111,0.054695,g,24.000192
60675.26506816,0.92691,0.094703,r,24.000192
60675.2651261,1.091988,0.051743,g,24.000192
60675.2651261,0.956662,0.094747,r,24.000192
60675.26515507,1.081135,0.149873,u,24.000192
60675.26518404,1.115963,0.053532,g,24.000192
60675.26518404,0.989811,0.093272,r,24.000192
60675.26524198,1.06849,0.050957,g,24.000192
60675.26524198,0.979247,0.094708,r,24.000192
60675.26527095,1.015169,0.135698,u,24.000192
60675.26529992,1.220909,0.05272,g,24.000192
60675.26529992,1.080505,0.087055,r,24.000192
60675.26535786,1.030733,0.05075,g,24.000192
60675.26535786,0.872717,0.081814,r,24.000192
60675.26538683,1.221921,0.138547,u,24.000192
60675.2654158,1.134355,0.051943,g,24.000192
60675.2654158,1.126111,0.087231,r,24.000192
60675.26547374,1.070018,0.052125,g,24.000192
60675.26547374,1.154017,0.093293,r,24.000192
60675.26550271,1.201662,0.134393,u,24.000192
60675.26553168,1.149077,0.052064,g,24.000192
60675.26553168,1.076041,0.085316,r,24.000192
60675.26558962,1.095125,0.052725,g,24.000192
60675.26558962,1.013729,0.087943,r,24.000192
60675.26561858,1.039803,0.137469,u,24.000192
60675.26564755,1.085516,0.050652,g,24.000192
60675.26564755,1.013673,0.089686,r,24.000192
60675.26570549,1.078552,0.051157,g,24.000192
60675.26570549,1.193116,0.085786,r,24.000192
60675.26573446,1.010676,0.13902,u,24.000192
60675.26576343,1.000999,0.049894,g,24.000192
60675.26576343,1.192012,0.086745,r,24.000192
60675.26582137,1.028847,0.052394,g,24.000192
60675.26582137,1.100503,0.090021,r,24.000192
60675.26585034,0.910943,0.136982,u,24.000192
60675.26587931,1.022041,0.052316,g,24.000192
60675.26587931,1.120945,0.089222,r,24.000192
60675.26593725,1.023465,0.050748,g,24.000192
60675.26593725,1.071849,0.089332,r,24.000192
60675.26596622,0.931916,0.137761,u,24.000192
60675.26599519,1.000312,0.05314,g,24.000192
60675.26599519,1.183612,0.097874,r,24.000192
60675.26605313,1.060373,0.050063,g,24.000192
60675.26605313,1.031944,0.086321,r,24.000192
60675.2660821,1.098287,0.141583,u,24.000192
60675.26611107,1.037371,0.052585,g,24.000192
60675.26611107,0.946092,0.086449,r,24.000192
60675.26616901,0.970911,0.049562,g,24.000192
60675.26616901,0.975724,0.086303,r,24.000192
60675.26619798,0.959853,0.129026,u,24.000192
60675.26622694,1.045905,0.049742,g,24.000192
60675.26622694,1.005477,0.085255,r,24.000192
60675.26628488,0.903323,0.050347,g,24.000192
60675.26628488,0.934425,0.086451,r,24.000192
60675.26631385,0.819085,0.152788,u,24.000192
60675.26634282,0.918957,0.053986,g,24.000192
60675.26634282,0.892545,0.096978,r,24.000192
60675.26640076,1.004233,0.051,g,24.000192
60675.26640076,0.926286,0.082897,r,24.000192
60675.26642973,0.871073,0.137464,u,24.000192
60675.2664587,0.949294,0.053014,g,24.000192
60675.2664587,1.006137,0.086373,r,24.000192
60675.26651664,0.914359,0.050905,g,24.000192
60675.26651664,0.92937,0.087093,r,24.000192
60675.26654561,0.741994,0.131846,u,24.000192
60675.26657458,0.891074,0.048327,g,24.000192
60675.26657458,0.858093,0.081512,r,24.000192
60675.26663252,0.940714,0.049806,g,24.000192
60675.26663252,1.001736,0.088046,r,24.000192
60675.26666149,0.932621,0.135489,u,24.000192
60675.26669046,0.975573,0.048944,g,24.000192
60675.26669046,0.820986,0.09399,r,24.000192
60675.2667484,0.853387,0.04863,g,24.000192
60675.2667484,0.783221,0.100815,r,24.000192
60675.26677737,0.987277,0.145858,u,24.000192
60675.26680634,0.841374,0.049229,g,24.000192
60675.26680634,0.989174,0.091885,r,24.000192
60675.26686427,0.863897,0.051179,g,24.000192
60675.26686427,0.90496,0.088124,r,24.000192
60675.26689324,0.784418,0.136437,u,24.000192
60675.26692221,0.791598,0.049665,g,24.000192
60675.26692221,0.735868,0.085752,r,24.000192
60675.26698015,0.693274,0.046618,g,24.000192
60675.26698015,0.76181,0.084112,r,24.000192
60675.26700912,0.702153,0.134269,u,24.000192
60675.26703809,0.675613,0.050331,g,24.000192
60675.26703809,0.733833,0.087107,r,24.000192
60675.26709603,0.678868,0.045795,g,24.000192
60675.26709603,0.763033,0.083644,r,24.000192
60675.267125,0.680288,0.1345,u,24.000192
60675.26715397,0.551205,0.046035,g,24.000192
60675.26715397,0.669837,0.084984,r,24.000192
60675.26721191,0.595559,0.048394,g,24.000192
60675.26721191,0.544528,0.081292,r,24.000192
60675.26724088,0.649132,0.154938,u,24.000192
60675.26726985,0.573201,0.057125,g,24.000192
60675.26726985,0.642774,0.094585,r,24.000192
60675.26732779,0.576969,0.051768,g,24.000192
60675.26732779,0.527023,0.089266,r,24.000192
60675.26735676,0.559815,0.14801,u,24.000192
60675.26738573,0.537545,0.051084,g,24.000192
60675.26738573,0.487981,0.083833,r,24.000192
60675.26744366,0.635714,0.048296,g,24.000192
60675.26744366,0.703719,0.085476,r,24.000192
60675.26747263,0.404788,0.138169,u,24.000192
60675.2675016,0.57497,0.04802,g,24.000192
60675.2675016,0.554766,0.087959,r,24.000192
60675.26755954,0.593862,0.048188,g,24.000192
60675.26755954,0.596463,0.090937,r,24.000192
60675.26758851,0.329596,0.140713,u,24.000192
60675.26761748,0.595526,0.052183,g,24.000192
60675.26761748,0.709435,0.093338,r,24.000192
60675.26767542,0.774644,0.050568,g,24.000192
60675.26767542,0.638201,0.085144,r,24.000192
60675.26770439,0.824945,0.156867,u,24.000192
60675.26773336,0.566659,0.052763,g,24.000192
60675.26773336,0.63386,0.090601,r,24.000192
60675.2677913,0.751642,0.051396,g,24.000192
60675.2677913,0.865615,0.094574,r,24.000192
60675.26782027,0.691271,0.1445,u,24.000192
60675.26784924,0.737024,0.050073,g,24.000192
60675.26784924,0.722693,0.087957,r,24.000192
60675.26790718,0.857729,0.053663,g,24.000192
60675.26790718,0.797243,0.092873,r,24.000192
60675.26793615,0.958176,0.146142,u,24.000192
60675.26796512,0.828589,0.0513,g,24.000192
60675.26796512,0.849829,0.091103,r,24.000192
60675.26802306,0.867544,0.048553,g,24.000192
60675.26802306,1.00724,0.088248,r,24.000192
60675.26805202,0.87881,0.150284,u,24.000192
60675.26808099,0.971039,0.048505,g,24.000192
60675.26808099,0.950476,0.083441,r,24.000192
60675.26813893,0.971092,0.046981,g,24.000192
60675.26813893,0.794597,0.086923,r,24.000192
60675.2681679,0.892602,0.141773,u,24.000192
60675.26819687,0.958023,0.04834,g,24.000192
60675.26819687,0.886226,0.090987,r,24.000192
60675.26825481,0.98834,0.049455,g,24.000192
60675.26825481,0.929399,0.084512,r,24.000192
60675.26828378,0.99944,0.147021,u,24.000192
60675.26831275,0.997045,0.047284,g,24.000192
60675.26831275,1.034336,0.084791,r,24.000192
60675.26837069,1.017747,0.051051,g,24.000192
60675.26837069,0.965571,0.09329,r,24.000192
60675.26839966,0.947047,0.159155,u,24.000192
60675.26842863,0.970728,0.053213,g,24.000192
60675.26842863,1.164787,0.088092,r,24.000192
60675.26848657,1.10268,0.053199,g,24.000192
60675.26848657,1.237724,0.089621,r,24.000192
60675.26851554,0.816589,0.14054,u,24.000192
60675.26854451,0.975293,0.050678,g,24.000192
60675.26854451,1.028255,0.091169,r,24.000192
60675.26860245,0.978209,0.049422,g,24.000192
60675.26860245,1.013219,0.089228,r,24.000192
60675.26863142,1.27939,0.144376,u,24.000192
60675.26866038,0.978336,0.052131,g,24.000192
60675.26866038,0.97138,0.086837,r,24.000192
60675.26871832,1.065421,0.051241,g,24.000192
60675.26871832,1.149883,0.081558,r,24.000192
60675.26874729,1.037612,0.133137,u,24.000192
60675.26877626,0.956397,0.047335,g,24.000192
60675.26877626,1.080588,0.082423,r,24.000192
60675.2688342,0.9412,0.047668,g,24.000192
60675.2688342,1.064316,0.078286,r,24.000192
60675.26886317,0.992548,0.131487,u,24.000192
60675.26889214,1.055198,0.048602,g,24.000192
60675.26889214,1.146667,0.082287,r,24.000192
60675.26895008,1.001127,0.048886,g,24.000192
60675.26895008,0.994747,0.083043,r,24.000192
60675.26897905,0.908432,0.139921,u,24.000192
60675.26900802,0.942436,0.051195,g,24.000192
60675.26900802,1.052023,0.082711,r,24.000192
60675.26906596,0.999334,0.048354,g,24.000192
60675.26906596,1.173117,0.086066,r,24.000192
60675.26909493,0.777583,0.126249,u,24.000192
60675.2691239,1.014589,0.049626,g,24.000192
60675.2691239,1.097824,0.077659,r,24.000192
60675.26918184,1.004939,0.047036,g,24.000192
60675.26918184,1.082242,0.081391,r,24.000192
60675.26921081,1.167624,0.138982,u,24.000192
60675.26923978,0.959232,0.051359,g,24.000192
60675.26923978,1.062033,0.086701,r,24.000192
60675.26929771,1.058646,0.049258,g,24.000192
60675.26929771,0.95027,0.082695,r,24.000192
60675.26932668,0.850801,0.12364,u,24.000192
60675.26935565,1.001001,0.049272,g,24.000192
60675.26935565,0.970912,0.083619,r,24.000192
60675.26941359,0.95035,0.05026,g,24.000192
60675.26941359,0.887778,0.083501,r,24.000192
60675.26944256,1.055091,0.137805,u,24.000192
60675.26947153,1.006464,0.051531,g,24.000192
60675.26947153,0.975705,0.089324,r,24.000192
60675.26952947,0.968348,0.049789,g,24.000192
60675.26952947,1.18238,0.081504,r,24.000192
60675.26955844,1.374623,0.147053,u,24.000192
60675.26958741,1.118304,0.050301,g,24.000192
60675.26958741,1.06258,0.086112,r,24.000192
60675.26964535,1.088893,0.051539,g,24.000192
60675.26964535,1.025072,0.088503,r,24.000192
60675.26967432,1.074447,0.141687,u,24.000192
60675.26970329,1.060012,0.050832,g,24.000192
60675.26970329,0.867138,0.08668,r,24.000192
60675.26976123,0.978409,0.051029,g,24.000192
60675.26976123,0.965127,0.083373,r,24.000192
60675.2697902,1.20288,0.144358,u,24.000192
60675.26981917,1.009756,0.05107,g,24.000192
60675.26981917,1.022477,0.088152,r,24.000192
60675.2698771,0.934764,0.051617,g,24.000192
60675.2698771,0.979072,0.088054,r,24.000192
60675.26990607,1.01902,0.136097,u,24.000192
60675.26993504,1.112329,0.049957,g,24.000192
60675.26993504,0.97797,0.085553,r,24.000192
60675.26999298,0.951831,0.047486,g,24.000192
60675.26999298,0.947355,0.087074,r,24.000192
60675.27002195,1.213513,0.143188,u,24.000192
60675.27005092,0.920182,0.049759,g,24.000192
60675.27005092,1.052,0.088308,r,24.000192
60675.27010886,0.926492,0.051786,g,24.000192
60675.27010886,0.919847,0.083378,r,24.000192
60675.27013783,0.748593,0.138638,u,24.000192
60675.2701668,0.903343,0.049275,g,24.000192
60675.2701668,0.869061,0.083761,r,24.000192
60675.27022474,0.974444,0.050436,g,24.000192
60675.27022474,0.963049,0.08588,r,24.000192
60675.27025371,0.90006,0.130029,u,24.000192
60675.27028268,0.883331,0.05088,g,24.000192
60675.27028268,1.103503,0.080314,r,24.000192
60675.27034062,0.968136,0.050771,g,24.000192
60675.27034062,0.915249,0.089113,r,24.000192
60675.27036959,0.86685,0.131363,u,24.000192
60675.27039856,0.970503,0.04795,g,24.000192
60675.27039856,0.834258,0.081128,r,24.000192
60675.2704565,0.982658,0.04948,g,24.000192
60675.2704565,0.941278,0.083823,r,24.000192
60675.27048546,1.181534,0.141769,u,24.000192
60675.27051443,0.9901,0.050908,g,24.000192
60675.27051443,0.840312,0.08832,r,24.000192
60675.27057237,1.010695,0.050591,g,24.000192
60675.27057237,0.963705,0.086803,r,24.000192
60675.27060134,1.040598,0.138475,u,24.000192
60675.27063031,0.942866,0.048739,g,24.000192
60675.27063031,1.023766,0.083709,r,24.000192
60675.27068825,1.047213,0.05143,g,24.000192
60675.27068825,0.974561,0.096147,r,24.000192
60675.27071722,1.155491,0.144057,u,24.000192
60675.27074619,0.992278,0.049777,g,24.000192
60675.27074619,1.011121,0.088521,r,24.000192
60675.27080413,1.049645,0.050892,g,24.000192
