bjd_tdb,flux_rel,flux_rel_err,filter,exptime_s
60034.25346214,0.975243,0.078988,r,24.000192
60034.25353226,0.973704,0.048183,g,24.000192
60034.25353226,0.874014,0.079883,r,24.000192
60034.25356733,1.138156,0.215204,u,24.000192
60034.25360239,0.971563,0.046756,g,24.000192
60034.25360239,1.032632,0.077172,r,24.000192
60034.25367252,1.076177,0.046565,g,24.000192
60034.25367252,0.912105,0.075079,r,24.000192
60034.25370758,1.163421,0.172497,u,24.000192
60034.25374264,1.101643,0.045819,g,24.000192
60034.25374264,0.915878,0.076538,r,24.000192
60034.25381277,0.953866,0.042438,g,24.000192
60034.25381277,1.02016,0.07487,r,24.000192
60034.25384783,0.913375,0.150967,u,24.000192
60034.2538829,1.043226,0.044187,g,24.000192
60034.2538829,1.047043,0.071502,r,24.000192
60034.25395302,1.012443,0.042532,g,24.000192
60034.25395302,0.900513,0.071271,r,24.000192
60034.25398809,0.838919,0.124503,u,24.000192
60034.25402315,1.003387,0.043004,g,24.000192
60034.25402315,0.942922,0.07089,r,24.000192
60034.25409328,0.958362,0.046367,g,24.000192
60034.25409328,1.041781,0.084454,r,24.000192
60034.25412834,0.964618,0.141969,u,24.000192
60034.2541634,1.09007,0.045813,g,24.000192
60034.2541634,1.054839,0.075245,r,24.000192
60034.25423353,1.047419,0.04525,g,24.000192
60034.25423353,1.209026,0.079551,r,24.000192
60034.25426859,0.918943,0.150211,u,24.000192
60034.25430366,1.034779,0.044193,g,24.000192
60034.25430366,1.119327,0.078156,r,24.000192
60034.25437378,1.06184,0.047451,g,24.000192
60034.25437378,0.999908,0.07597,r,24.000192
60034.25440885,1.243057,0.229264,u,24.000192
60034.25444391,1.036476,0.047264,g,24.000192
60034.25444391,1.110446,0.082711,r,24.000192
60034.25451404,1.077465,0.045009,g,24.000192
60034.25451404,1.119215,0.076286,r,24.000192
60034.2545491,1.06157,0.158948,u,24.000192
60034.25458416,1.120405,0.047762,g,24.000192
60034.25458416,1.140346,0.081779,r,24.000192
60034.25465429,1.069732,0.046806,g,24.000192
60034.25465429,1.165202,0.078684,r,24.000192
60034.25468935,0.914408,0.129837,u,24.000192
60034.25472442,1.047263,0.041078,g,24.000192
60034.25472442,1.14243,0.077853,r,24.000192
60034.25479454,1.094028,0.043727,g,24.000192
60034.25479454,1.132757,0.071752,r,24.000192
60034.25482961,0.980241,0.152815,u,24.000192
60034.25486467,1.071259,0.043062,g,24.000192
60034.25486467,1.154057,0.075317,r,24.000192
60034.2549348,1.057962,0.043907,g,24.000192
60034.2549348,1.078991,0.073916,r,24.000192
60034.25496986,1.293154,0.201564,u,24.000192
60034.25500492,1.068454,0.045313,g,24.000192
60034.25500492,1.087384,0.074394,r,24.000192
60034.25507505,1.038989,0.046445,g,24.000192
60034.25507505,1.034315,0.078163,r,24.000192
60034.25511011,1.105681,0.221964,u,24.000192
60034.25514518,0.962197,0.049614,g,24.000192
60034.25514518,1.126448,0.080788,r,24.000192
60034.2552153,1.053422,0.050371,g,24.000192
60034.2552153,1.113815,0.085527,r,24.000192
60034.25525036,0.920319,0.154358,u,24.000192
60034.25528543,0.953583,0.046219,g,24.000192
60034.25528543,1.038362,0.078573,r,24.000192
60034.25535555,1.018469,0.046739,g,24.000192
60034.25535555,0.96549,0.072939,r,24.000192
60034.25539062,1.061663,0.185918,u,24.000192
60034.25542568,1.000032,0.044143,g,24.000192
60034.25542568,1.087187,0.077411,r,24.000192
60034.25549581,0.909783,0.044359,g,24.000192
60034.25549581,1.022301,0.077031,r,24.000192
60034.25553087,0.775491,0.126522,u,24.000192
60034.25556593,1.004454,0.045607,g,24.000192
60034.25556593,1.044845,0.079263,r,24.000192
60034.25563606,0.985363,0.04632,g,24.000192
60034.25563606,0.993747,0.082524,r,24.000192
60034.25567112,1.101396,0.210329,u,24.000192
60034.25570619,0.900857,0.042258,g,24.000192
60034.25570619,0.905408,0.072222,r,24.000192
60034.25577631,0.926248,0.044101,g,24.000192
60034.25577631,0.854753,0.079976,r,24.000192
60034.25581138,0.983372,0.138349,u,24.000192
60034.25584644,0.909232,0.04317,g,24.000192
60034.25584644,0.901296,0.07313,r,24.000192
60034.25591657,0.858066,0.041306,g,24.000192
60034.25591657,0.685777,0.07097,r,24.000192
60034.25595163,0.817055,0.157961,u,24.000192
60034.25598669,0.723748,0.039688,g,24.000192
60034.25598669,0.779837,0.072837,r,24.000192
60034.25605682,0.780178,0.043144,g,24.000192
60034.25605682,0.850823,0.074646,r,24.000192
60034.25609188,1.037012,0.182923,u,24.000192
60034.25612695,0.776163,0.046302,g,24.000192
60034.25612695,0.659846,0.078221,r,24.000192
60034.25619707,0.709388,0.042936,g,24.000192
60034.25619707,0.81518,0.073528,r,24.000192
60034.25623214,0.713459,0.133219,u,24.000192
60034.2562672,0.701551,0.041836,g,24.000192
60034.2562672,0.606813,0.073613,r,24.000192
60034.25633733,0.629471,0.042318,g,24.000192
60034.25633733,0.7118,0.074292,r,24.000192
60034.25637239,1.007753,0.223991,u,24.000192
60034.25640745,0.648661,0.044793,g,24.000192
60034.25640745,0.596481,0.080897,r,24.000192
60034.25647758,0.620793,0.042127,g,24.000192
60034.25647758,0.534106,0.072611,r,24.000192
60034.25651264,0.465133,0.110662,u,24.000192
60034.25654771,0.620737,0.041718,g,24.000192
60034.25654771,0.681653,0.075923,r,24.000192
60034.25661783,0.575216,0.041591,g,24.000192
60034.25661783,0.581406,0.077887,r,24.000192
60034.2566529,0.321427,0.088463,u,24.000192
60034.25668796,0.637708,0.04337,g,24.000192
60034.25668796,0.713472,0.076779,r,24.000192
60034.25675809,0.617045,0.044309,g,24.000192
60034.25675809,0.597665,0.073485,r,24.000192
60034.25679315,0.388748,0.09932,u,24.000192
60034.25682821,0.634255,0.03942,g,24.000192
60034.25682821,0.709007,0.0691,r,24.000192
60034.25689834,0.702229,0.042308,g,24.000192
60034.25689834,0.648987,0.077878,r,24.000192
60034.2569334,0.525375,0.122208,u,24.000192
60034.25696847,0.64831,0.040919,g,24.000192
60034.25696847,0.67931,0.075218,r,24.000192
60034.25703859,0.733088,0.042212,g,24.000192
60034.25703859,0.990267,0.077097,r,24.000192
60034.25707366,0.732693,0.139428,u,24.000192
60034.25710872,0.814312,0.044003,g,24.000192
60034.25710872,0.798408,0.077739,r,24.000192
60034.25717885,0.819713,0.044044,g,24.000192
60034.25717885,0.831984,0.073982,r,24.000192
60034.25721391,0.905783,0.145551,u,24.000192
60034.25724897,0.869435,0.041094,g,24.000192
60034.25724897,0.976202,0.073468,r,24.000192
60034.2573191,0.910119,0.044553,g,24.000192
60034.2573191,1.134917,0.08118,r,24.000192
60034.25735416,1.14662,0.187069,u,24.000192
60034.25738923,0.945515,0.044187,g,24.000192
60034.25738923,1.069301,0.076401,r,24.000192
60034.25745935,1.02584,0.04903,g,24.000192
60034.25745935,0.869204,0.080899,r,24.000192
60034.25749442,0.981633,0.154702,u,24.000192
60034.25752948,1.032209,0.042024,g,24.000192
60034.25752948,1.01828,0.074219,r,24.000192
60034.25759961,1.043733,0.045885,g,24.000192
60034.25759961,1.06807,0.075552,r,24.000192
60034.25763467,1.082569,0.161354,u,24.000192
60034.25766973,0.965785,0.041582,g,24.000192
60034.25766973,1.066819,0.074165,r,24.000192
60034.25773986,1.069875,0.043815,g,24.000192
60034.25773986,1.223334,0.076755,r,24.000192
60034.25777492,0.898764,0.131291,u,24.000192
60034.25780998,1.019566,0.041953,g,24.000192
60034.25780998,0.956647,0.074018,r,24.000192
60034.25788011,1.094585,0.043498,g,24.000192
60034.25788011,1.041522,0.076939,r,24.000192
60034.25791517,1.213526,0.190513,u,24.000192
60034.25795024,1.042403,0.042688,g,24.000192
60034.25795024,1.274128,0.080214,r,24.000192
60034.25802036,1.041245,0.045603,g,24.000192
60034.25802036,1.129921,0.07537,r,24.000192
60034.25805543,1.001369,0.158792,u,24.000192
60034.25809049,1.010979,0.042995,g,24.000192
60034.25809049,1.061246,0.075592,r,24.000192
60034.25816062,0.986826,0.043843,g,24.000192
60034.25816062,1.050277,0.076598,r,24.000192
60034.25819568,0.834654,0.123979,u,24.000192
60034.25823074,1.061364,0.043269,g,24.000192
60034.25823074,1.198005,0.073964,r,24.000192
60034.25830087,1.055458,0.046144,g,24.000192
60034.25830087,1.082577,0.07807,r,24.000192
60034.25833593,1.046257,0.184812,u,24.000192
60034.258371,0.931987,0.044157,g,24.000192
60034.258371,1.010179,0.077921,r,24.000192
60034.25844112,1.000523,0.045728,g,24.000192
60034.25844112,1.219221,0.077737,r,24.000192
60034.25847619,0.74007,0.126128,u,24.000192
60034.25851125,0.970912,0.042066,g,24.000192
60034.25851125,1.052614,0.075121,r,24.000192
60034.25858138,1.068362,0.04481,g,24.000192
60034.25858138,0.987197,0.074901,r,24.000192
60034.25861644,0.874788,0.143201,u,24.000192
60034.2586515,1.002194,0.046849,g,24.000192
60034.2586515,0.990902,0.078466,r,24.000192
60034.25872163,1.025463,0.045021,g,24.000192
60034.25872163,1.157294,0.079009,r,24.000192
60034.25875669,1.075601,0.155212,u,24.000192
60034.25879176,1.055762,0.045794,g,24.000192
60034.25879176,1.105061,0.079355,r,24.000192
60034.25886188,1.030438,0.045449,g,24.000192
60034.25886188,0.917116,0.074625,r,24.000192
60034.25889695,1.084684,0.185734,u,24.000192
60034.25893201,1.110467,0.046343,g,24.000192
60034.25893201,0.933359,0.077707,r,24.000192
60034.25900214,1.026585,0.049117,g,24.000192
60034.25900214,1.035275,0.084727,r,24.000192
60034.2590372,1.046495,0.176948,u,24.000192
60034.25907226,1.015582,0.044033,g,24.000192
60034.25907226,1.067955,0.075667,r,24.000192
60034.25914239,0.997477,0.044557,g,24.000192
60034.25914239,1.077244,0.075477,r,24.000192
60034.25917745,1.078993,0.163436,u,24.000192
60034.25921252,0.95324,0.042094,g,24.000192
60034.25921252,1.094758,0.07456,r,24.000192
60034.25928264,0.95179,0.043748,g,24.000192
60034.25928264,1.040184,0.0775,r,24.000192
60034.25931771,0.92069,0.128781,u,24.000192
60034.25935277,0.988705,0.044719,g,24.000192
60034.25935277,1.0702,0.077254,r,24.000192
60034.2594229,0.975307,0.046651,g,24.000192
60034.2594229,0.975639,0.08038,r,24.000192
60034.25945796,0.849348,0.138404,u,24.000192
60034.25949302,1.019201,0.046335,g,24.000192
60034.25949302,0.94914,0.079105,r,24.000192
60034.25956315,1.069284,0.043693,g,24.000192
60034.25956315,1.056726,0.071827,r,24.000192
60034.25959821,1.483897,0.251027,u,24.000192
60034.25963328,1.047877,0.043646,g,24.000192
60034.25963328,0.880346,0.073193,r,24.000192
60034.2597034,0.957492,0.044158,g,24.000192
60034.2597034,0.888772,0.075402,r,24.000192
60034.25973847,1.040632,0.169022,u,24.000192
60034.25977353,0.974375,0.043712,g,24.000192
60034.25977353,1.024375,0.073529,r,24.000192
60034.25984366,0.970164,0.041746,g,24.000192
60034.25984366,0.948044,0.072663,r,24.000192
60034.25987872,1.175632,0.204936,u,24.000192
60034.25991378,0.980587,0.045123,g,24.000192
60034.25991378,0.979348,0.07892,r,24.000192
60034.25998391,0.995068,0.041281,g,24.000192
60034.25998391,0.892746,0.075258,r,24.000192
60034.26001897,1.275506,0.237978,u,24.000192
60034.26005404,1.038678,0.043078,g,24.000192
60034.26005404,1.161901,0.078963,r,24.000192
60034.26012416,1.021666,0.045109,g,24.000192
60034.26012416,1.079542,0.075741,r,24.000192
60034.26015922,0.86107,0.143632,u,24.000192
60034.26019429,1.07158,0.045854,g,24.000192
60034.26019429,1.179731,0.08033,r,24.000192
60034.26026441,1.082615,0.044018,g,24.000192
60034.26026441,1.099151,0.07543,r,24.000192
60034.26029948,1.356981,0.231209,u,24.000192
60034.26033454,1.174406,0.044626,g,24.000192
60034.26033454,1.068765,0.072505,r,24.000192
60034.26040467,1.134906,0.048927,g,24.000192
60034.26040467,1.025163,0.081942,r,24.000192
60034.26043973,1.989015,0.50976,u,24.000192
60034.26047479,1.087991,0.055353,g,24.000192
60034.26047479,1.098792,0.090948,r,24.000192
60034.26054492,1.07266,0.04778,g,24.000192
60034.26054492,1.179055,0.084366,r,24.000192
60034.26057998,1.038182,0.20512,u,24.000192
60034.26061505,1.057441,0.04522,g,24.000192
60034.26061505,1.144902,0.079505,r,24.000192
60034.26068517,1.079143,0.044125,g,24.000192
60034.26068517,1.117544,0.076666,r,24.000192
60034.26072024,0.924948,0.137081,u,24.000192
60034.2607553,1.042294,0.040902,g,24.000192
60034.2607553,1.092161,0.071223,r,24.000192
60034.26082543,1.073184,0.043145,g,24.000192
60034.26082543,0.998732,0.075397,r,24.000192
60034.26086049,0.739807,0.121942,u,24.000192
60034.26089555,1.067282,0.052861,g,24.000192
60034.26089555,1.056036,0.095488,r,24.000192
60034.26096568,1.005652,0.043725,g,24.000192
60034.26096568,1.171473,0.076633,r,24.000192
60034.26100074,0.905887,0.165011,u,24.000192
60034.26103581,1.0129,0.044784,g,24.000192
60034.26103581,1.130767,0.077181,r,24.000192
60034.26110593,1.056025,0.04655,g,24.000192
60034.26110593,1.120956,0.078279,r,24.000192
60034.261141,1.047445,0.165221,u,24.000192
60034.26117606,1.068769,0.045104,g,24.000192
60034.26117606,0.950524,0.075499,r,24.000192
60034.26124619,0.967663,0.042515,g,24.000192
60034.26124619,0.963011,0.073178,r,24.000192
60034.26128125,1.399001,0.259298,u,24.000192
60034.26131631,0.997791,0.044278,g,24.000192
60034.26131631,0.980905,0.075607,r,24.000192
60034.26138644,0.971832,0.04627,g,24.000192
60034.26138644,1.091303,0.084122,r,24.000192
60034.2614215,1.218062,0.180064,u,24.000192
60034.26145657,0.974617,0.04364,g,24.000192
60034.26145657,1.108807,0.075367,r,24.000192
60034.26152669,0.952413,0.043258,g,24.000192
60034.26152669,1.032987,0.072811,r,24.000192
60034.26156176,0.785147,0.125097,u,24.000192
60034.26159682,0.955465,0.042219,g,24.000192
60034.26159682,0.963662,0.070983,r,24.000192
60034.26166695,0.968619,0.042559,g,24.000192
60034.26166695,0.976497,0.07535,r,24.000192
60034.26170201,1.102505,0.201286,u,24.000192
60034.26173707,1.036597,0.044291,g,24.000192
60034.26173707,0.869777,0.076106,r,24.000192
60034.2618072,0.970445,0.041959,g,24.000192
60034.2618072,1.169868,0.079994,r,24.000192
60034.26184226,0.802972,0.145367,u,24.000192
60034.26187733,0.940529,0.045924,g,24.000192
60034.26187733,1.01431,0.080282,r,24.000192
60034.26194745,0.923251,0.043612,g,24.000192
60034.26194745,0.957712,0.074787,r,24.000192
60034.26198252,1.119546,0.19526,u,24.000192
60034.26201758,0.882472,0.039968,g,24.000192
60034.26201758,0.978791,0.069996,r,24.000192
60034.26208771,0.877944,0.045665,g,24.000192
60034.26208771,0.813231,0.077877,r,24.000192
60034.26212277,0.655722,0.124294,u,24.000192
60034.26215783,0.770828,0.042759,g,24.000192
60034.26215783,0.840632,0.077989,r,24.000192
60034.26222796,0.738529,0.043192,g,24.000192
60034.26222796,0.655848,0.073085,r,24.000192
60034.26226302,0.569055,0.130869,u,24.000192
60034.26229809,0.67527,0.040452,g,24.000192
60034.26229809,0.586441,0.075501,r,24.000192
60034.26236821,0.67731,0.043736,g,24.000192
60034.26236821,0.889194,0.079201,r,24.000192
60034.26240328,0.635462,0.15197,u,24.000192
60034.26243834,0.629088,0.039351,g,24.000192
60034.26243834,0.760788,0.073206,r,24.000192
60034.26250847,0.613407,0.04128,g,24.000192
60034.26250847,0.616945,0.077394,r,24.000192
60034.26254353,0.400644,0.116354,u,24.000192
60034.26257859,0.65057,0.044444,g,24.000192
60034.26257859,0.60421,0.076888,r,24.000192
60034.26264872,0.596428,0.04028,g,24.000192
60034.26264872,0.623019,0.076192,r,24.000192
60034.26268378,0.726075,0.148651,u,24.000192
60034.26271884,0.680338,0.044715,g,24.000192
60034.26271884,0.722887,0.08123,r,24.000192
60034.26278897,0.629076,0.044039,g,24.000192
60034.26278897,0.59297,0.08269,r,24.000192
60034.26282403,0.590611,0.198758,u,24.000192
60034.2628591,0.750593,0.049135,g,24.000192
60034.2628591,0.629921,0.087682,r,24.000192
60034.26292922,0.723006,0.045881,g,24.000192
60034.26292922,0.636614,0.078505,r,24.000192
60034.26296429,0.695127,0.159683,u,24.000192
60034.26299935,0.803801,0.047222,g,24.000192
60034.26299935,0.945927,0.086404,r,24.000192
60034.26306948,0.835093,0.042786,g,24.000192
60034.26306948,0.867463,0.076974,r,24.000192
60034.26310454,1.361192,0.281208,u,24.000192
60034.2631396,0.883427,0.047014,g,24.000192
60034.2631396,0.942304,0.088256,r,24.000192
60034.26320973,0.976998,0.048655,g,24.000192
60034.26320973,0.84266,0.081011,r,24.000192
60034.26324479,1.104024,0.18497,u,24.000192
60034.26327986,0.969571,0.050573,g,24.000192
60034.26327986,0.84099,0.085872,r,24.000192
60034.26334998,0.950302,0.048082,g,24.000192
60034.26334998,1.008379,0.083077,r,24.000192
60034.26338505,0.75329,0.159525,u,24.000192
60034.26342011,1.084971,0.044866,g,24.000192
60034.26342011,1.148687,0.080555,r,24.000192
60034.26349024,1.000223,0.043774,g,24.000192
60034.26349024,1.220623,0.077139,r,24.000192
60034.2635253,1.176947,0.212293,u,24.000192
60034.26356036,0.9683,0.04921,g,24.000192
60034.26356036,1.019838,0.084671,r,24.000192
60034.26363049,1.078652,0.04883,g,24.000192
60034.26363049,1.155729,0.086602,r,24.000192
60034.26366555,0.967027,0.168295,u,24.000192
60034.26370062,1.086867,0.046846,g,24.000192
60034.26370062,1.031832,0.08481,r,24.000192
60034.26377074,1.038121,0.045858,g,24.000192
60034.26377074,1.196959,0.07834,r,24.000192
60034.26380581,0.912682,0.16458,u,24.000192
60034.26384087,1.133108,0.045987,g,24.000192
60034.26384087,1.080718,0.07768,r,24.000192
60034.263911,1.070217,0.049209,g,24.000192
60034.263911,1.022371,0.080616,r,24.000192
60034.26394606,1.086982,0.181964,u,24.000192
60034.26398112,1.007239,0.042523,g,24.000192
60034.26398112,0.935414,0.078631,r,24.000192
60034.26405125,1.026189,0.047873,g,24.000192
60034.26405125,0.990777,0.085226,r,24.000192
60034.26408631,0.670824,0.105206,u,24.000192
60034.26412138,1.011431,0.044173,g,24.000192
60034.26412138,1.197645,0.075153,r,24.000192
60034.2641915,1.021263,0.045117,g,24.000192
60034.2641915,1.098442,0.079225,r,24.000192
60034.26422657,1.238855,0.229918,u,24.000192
60034.26426163,1.035908,0.043467,g,24.000192
60034.26426163,1.128659,0.075276,r,24.000192
60034.26433176,1.140863,0.045641,g,24.000192
60034.26433176,1.156162,0.079675,r,24.000192
60034.26436682,1.012791,0.17502,u,24.000192
60034.26440188,1.053126,0.047831,g,24.000192
60034.26440188,1.147558,0.082466,r,24.000192
60034.26447201,1.120603,0.051138,g,24.000192
60034.26447201,1.093457,0.086938,r,24.000192
60034.26450707,1.301452,0.268836,u,24.000192
60034.26454214,1.068697,0.053948,g,24.000192
60034.26454214,1.128808,0.094202,r,24.000192
60034.26461226,1.090678,0.05077,g,24.000192
60034.26461226,1.102564,0.085899,r,24.000192
60034.26464733,1.217147,0.217044,u,24.000192
60034.26468239,1.046216,0.045413,g,24.000192
60034.26468239,1.025944,0.076898,r,24.000192
60034.26475252,1.086338,0.043998,g,24.000192
60034.26475252,1.11448,0.078304,r,24.000192
60034.26478758,0.806545,0.144523,u,24.000192
60034.26482264,0.994168,0.047748,g,24.000192
60034.26482264,0.936577,0.082001,r,24.000192
60034.26489277,1.108755,0.043703,g,24.000192
60034.26489277,1.154554,0.077494,r,24.000192
60034.26492783,1.261383,0.231307,u,24.000192
60034.2649629,1.018897,0.045514,g,24.000192
60034.2649629,1.002423,0.077272,r,24.000192
60034.26503302,0.941598,0.046783,g,24.000192
60034.26503302,1.056792,0.08244,r,24.000192
60034.26506808,1.027937,0.208349,u,24.000192
60034.26510315,0.978238,0.048896,g,24.000192
60034.26510315,0.864955,0.083899,r,24.000192
60034.26517327,0.964446,0.044199,g,24.000192
60034.26517327,0.978225,0.077916,r,24.000192
60034.26520834,1.247941,0.254045,u,24.000192
60034.2652434,0.990714,0.048555,g,24.000192
60034.2652434,0.996915,0.08822,r,24.000192
60034.26531353,1.034885,0.050821,g,24.000192
60034.26531353,0.763682,0.085047,r,24.000192
60034.26534859,1.09763,0.198848,u,24.000192
60034.26538365,0.964972,0.049891,g,24.000192
60034.26538365,0.854237,0.089483,r,24.000192
